"Time","Luftdruck in hPa","Globalstrahlung (SDE11) in W/m²","Direktstrahlung (SDE11) in W/m²","Globalstrahlung (CMP3) in W/m²"
29.07.2022 22:00:00,1015,1.34,-2.13,-2.19
29.07.2022 22:15:00,1014,1.29,-2.19,-2.67
29.07.2022 22:30:00,1014,1.26,-2.25,-3.55
29.07.2022 22:45:00,1014,1.19,-2.35,-4.41
29.07.2022 23:00:00,1014,1.19,-2.44,-4.38
29.07.2022 23:15:00,1014,1.14,-2.49,-4.34
29.07.2022 23:30:00,1015,1.11,-2.59,-4.55
29.07.2022 23:45:00,1015,1.09,-2.71,-4.47
30.07.2022 00:00:00,1014,1.05,-2.81,-4.37
30.07.2022 00:15:00,1014,1.03,-2.82,-3.63
30.07.2022 00:30:00,1015,1.02,-2.85,-4.35
30.07.2022 00:45:00,1015,0.977,-2.93,-3.75
30.07.2022 01:00:00,1015,0.972,-2.96,-3.84
30.07.2022 01:15:00,1014,0.966,-3.02,-2.83
30.07.2022 01:30:00,1014,0.970,-2.98,-2.96
30.07.2022 01:45:00,1014,0.985,-2.94,-2.83
30.07.2022 02:00:00,1014,0.993,-2.90,-1.53
30.07.2022 02:15:00,1014,1.04,-2.80,-0.872
30.07.2022 02:30:00,1014,1.04,-2.77,-2.62
30.07.2022 02:45:00,1014,0.978,-2.89,-4.13
30.07.2022 03:00:00,1014,0.972,-2.96,-3.22
30.07.2022 03:15:00,1014,0.988,-2.94,-2.61
30.07.2022 03:30:00,1014,0.969,-2.94,-4.14
30.07.2022 03:45:00,1014,0.956,-3.02,-3.14
30.07.2022 04:00:00,1014,0.955,-3.01,-3.62
30.07.2022 04:15:00,1014,0.923,-3.10,-4.37
30.07.2022 04:30:00,1013,0.891,-3.18,-3.60
30.07.2022 04:45:00,1013,0.886,-3.26,-2.98
30.07.2022 05:00:00,1013,0.901,-3.28,-3.43
30.07.2022 05:15:00,1013,1.28,-3.26,-3.10
30.07.2022 05:30:00,1013,2.46,-2.97,-0.650
30.07.2022 05:45:00,1013,5.56,-2.04,2.55
30.07.2022 06:00:00,1013,15.4,1.63,14.1
30.07.2022 06:15:00,1014,32.7,9.28,31.2
30.07.2022 06:30:00,1014,55.0,18.3,53.1
30.07.2022 06:45:00,1014,81.2,32.4,77.6
30.07.2022 07:00:00,1014,113,56.8,106
30.07.2022 07:15:00,1014,153,93.4,139
30.07.2022 07:30:00,1014,197,134,176
30.07.2022 07:45:00,1014,248,181,216
30.07.2022 08:00:00,1014,293,227,255
30.07.2022 08:15:00,1014,342,274,298
30.07.2022 08:30:00,1014,389,317,339
30.07.2022 08:45:00,1014,437,357,384
30.07.2022 09:00:00,1014,480,397,423
30.07.2022 09:15:00,1014,524,442,464
30.07.2022 09:30:00,1014,565,481,501
30.07.2022 09:45:00,1014,606,514,539
30.07.2022 10:00:00,1014,646,538,573
30.07.2022 10:15:00,1014,687,576,608
30.07.2022 10:30:00,1014,724,626,642
30.07.2022 10:45:00,1014,757,663,672
30.07.2022 11:00:00,1014,784,681,698
30.07.2022 11:15:00,1014,809,692,728
30.07.2022 11:30:00,1014,838,730,760
30.07.2022 11:45:00,1014,858,756,785
30.07.2022 12:00:00,1014,886,764,814
30.07.2022 12:15:00,1014,728,580,681
30.07.2022 12:30:00,1014,952,807,883
30.07.2022 12:45:00,1014,836,682,784
30.07.2022 13:00:00,1015,773,599,727
30.07.2022 13:15:00,1015,970,774,929
30.07.2022 13:30:00,1015,730,550,678
30.07.2022 13:45:00,1015,939,767,892
30.07.2022 14:00:00,1015,881,743,834
30.07.2022 14:15:00,1015,927,792,878
30.07.2022 14:30:00,1015,909,755,859
30.07.2022 14:45:00,1015,909,792,855
30.07.2022 15:00:00,1015,884,765,828
30.07.2022 15:15:00,1015,865,729,808
30.07.2022 15:30:00,1015,873,754,817
30.07.2022 15:45:00,1015,777,674,716
30.07.2022 16:00:00,1015,797,687,734
30.07.2022 16:15:00,1015,794,657,737
30.07.2022 16:30:00,1015,770,647,717
30.07.2022 16:45:00,1015,716,635,668
30.07.2022 17:00:00,1015,596,519,558
30.07.2022 17:15:00,1015,563,459,522
30.07.2022 17:30:00,1015,588,491,550
30.07.2022 17:45:00,1015,523,445,491
30.07.2022 18:00:00,1015,524,460,497
30.07.2022 18:15:00,1015,348,297,335
30.07.2022 18:30:00,1015,332,279,321
30.07.2022 18:45:00,1015,145,96.7,150
30.07.2022 19:00:00,1015,87.2,43.8,97.0
30.07.2022 19:15:00,1015,67.1,24.1,73.2
30.07.2022 19:30:00,1015,82.6,26.6,81.3
30.07.2022 19:45:00,1015,76.7,25.4,72.9
30.07.2022 20:00:00,1015,35.9,9.67,35.2
30.07.2022 20:15:00,1015,31.7,7.35,30.1
30.07.2022 20:30:00,1015,32.8,8.42,28.5
30.07.2022 20:45:00,1015,25.2,6.08,22.3
30.07.2022 21:00:00,1015,17.2,2.90,14.8
30.07.2022 21:15:00,1015,8.80,0.114,6.18
30.07.2022 21:30:00,1015,2.40,-1.98,-0.762
30.07.2022 21:45:00,1015,1.46,-2.26,-2.33
30.07.2022 22:00:00,1015,1.28,-2.30,-2.45
30.07.2022 22:15:00,1015,1.25,-2.31,-2.41
30.07.2022 22:30:00,1015,1.22,-2.32,-3.12
30.07.2022 22:45:00,1015,1.23,-2.32,-2.40
30.07.2022 23:00:00,1015,1.24,-2.29,-1.66
30.07.2022 23:15:00,1015,1.25,-2.28,-1.95
30.07.2022 23:30:00,1015,1.23,-2.29,-2.35
30.07.2022 23:45:00,1015,1.23,-2.26,-1.94
31.07.2022 00:00:00,1015,1.25,-2.26,-2.37
31.07.2022 00:15:00,1015,1.23,-2.28,-2.20
31.07.2022 00:30:00,1015,1.23,-2.31,-1.87
31.07.2022 00:45:00,1015,1.22,-2.34,-1.61
31.07.2022 01:00:00,1015,1.23,-2.35,-1.52
31.07.2022 01:15:00,1015,1.20,-2.35,-1.53
31.07.2022 01:30:00,1014,1.17,-2.34,-1.85
31.07.2022 01:45:00,1014,1.18,-2.34,-1.59
31.07.2022 02:00:00,1014,1.25,-2.33,-1.62
31.07.2022 02:15:00,1014,1.23,-2.32,-1.58
31.07.2022 02:30:00,1014,1.21,-2.33,-1.85
31.07.2022 02:45:00,1014,1.20,-2.36,-1.72
31.07.2022 03:00:00,1014,1.20,-2.39,-1.55
31.07.2022 03:15:00,1014,1.22,-2.36,-1.22
31.07.2022 03:30:00,1014,1.23,-2.33,-1.32
31.07.2022 03:45:00,1014,1.22,-2.30,-1.56
31.07.2022 04:00:00,1014,1.22,-2.32,-1.87
31.07.2022 04:15:00,1014,1.21,-2.37,-1.64
31.07.2022 04:30:00,1014,1.19,-2.32,-1.59
31.07.2022 04:45:00,1013,1.19,-2.39,-1.49
31.07.2022 05:00:00,1013,1.23,-2.40,-1.35
31.07.2022 05:15:00,1013,1.38,-2.34,-1.13
31.07.2022 05:30:00,1013,2.05,-2.24,-0.485
31.07.2022 05:45:00,1013,5.08,-1.41,3.19
31.07.2022 06:00:00,1013,10.5,0.231,9.57
31.07.2022 06:15:00,1013,21.1,4.00,20.7
31.07.2022 06:30:00,1013,28.3,7.33,29.0
31.07.2022 06:45:00,1013,27.4,5.74,31.1
31.07.2022 07:00:00,1013,87.5,27.4,86.3
31.07.2022 07:15:00,1013,98.9,37.8,94.9
31.07.2022 07:30:00,1013,68.5,21.8,72.2
31.07.2022 07:45:00,1012,136,54.4,131
31.07.2022 08:00:00,1012,138,50.1,135
31.07.2022 08:15:00,1012,190,68.3,180
31.07.2022 08:30:00,1012,261,112,243
31.07.2022 08:45:00,1012,281,130,263
31.07.2022 09:00:00,1012,279,111,263
31.07.2022 09:15:00,1012,297,112,276
31.07.2022 09:30:00,1012,311,115,283
31.07.2022 09:45:00,1012,290,100,262
31.07.2022 10:00:00,1012,258,87.8,238
31.07.2022 10:15:00,1011,299,106,277
31.07.2022 10:30:00,1012,306,108,287
31.07.2022 10:45:00,1012,390,153,364
31.07.2022 11:00:00,1012,595,287,546
31.07.2022 11:15:00,1011,354,140,317
31.07.2022 11:30:00,1011,184,62.4,161
31.07.2022 11:45:00,1011,151,47.0,127
31.07.2022 12:00:00,1012,162,51.5,136
31.07.2022 12:15:00,1012,166,52.9,140
31.07.2022 12:30:00,1011,145,46.1,125
31.07.2022 12:45:00,1011,160,51.0,138
31.07.2022 13:00:00,1011,182,56.3,160
31.07.2022 13:15:00,1011,176,57.3,155
31.07.2022 13:30:00,1011,207,67.1,180
31.07.2022 13:45:00,1011,116,36.8,105
31.07.2022 14:00:00,1011,108,31.9,101
31.07.2022 14:15:00,1011,138,42.5,125
31.07.2022 14:30:00,1011,165,51.9,150
31.07.2022 14:45:00,1010,140,43.2,129
31.07.2022 15:00:00,1010,114,37.0,106
31.07.2022 15:15:00,1010,108,33.1,104
31.07.2022 15:30:00,1010,92.8,28.3,90.3
31.07.2022 15:45:00,1010,102,31.6,99.5
31.07.2022 16:00:00,1010,47.9,13.4,49.3
31.07.2022 16:15:00,1010,93.1,28.6,89.7
31.07.2022 16:30:00,1010,63.9,19.2,64.8
31.07.2022 16:45:00,1010,30.4,7.27,32.8
31.07.2022 17:00:00,1010,101,30.1,97.6
31.07.2022 17:15:00,1009,117,35.9,114
31.07.2022 17:30:00,1009,113,35.4,113
31.07.2022 17:45:00,1009,97.3,30.8,98.4
31.07.2022 18:00:00,1009,88.0,26.8,91.5
31.07.2022 18:15:00,1009,85.9,25.4,81.7
31.07.2022 18:30:00,1009,94.5,30.2,97.4
31.07.2022 18:45:00,1009,54.0,16.5,58.1
31.07.2022 19:00:00,1009,50.4,14.4,49.8
31.07.2022 19:15:00,1009,21.2,4.32,22.1
31.07.2022 19:30:00,1009,35.5,9.05,39.8
31.07.2022 19:45:00,1009,23.4,5.20,26.0
31.07.2022 20:00:00,1009,41.4,11.1,40.6
31.07.2022 20:15:00,1009,38.6,9.60,38.4
31.07.2022 20:30:00,1009,31.8,7.98,34.0
31.07.2022 20:45:00,1009,8.71,0.0598,9.74
31.07.2022 21:00:00,1009,5.85,-0.982,5.25
31.07.2022 21:15:00,1009,3.42,-1.69,1.89
31.07.2022 21:30:00,1010,1.88,-2.15,0.472
31.07.2022 21:45:00,1010,1.41,-2.29,-0.0397
31.07.2022 22:00:00,1010,1.24,-2.33,-0.541
31.07.2022 22:15:00,1010,1.20,-2.36,-0.304
31.07.2022 22:30:00,1010,1.20,-2.37,-0.294
31.07.2022 22:45:00,1010,1.19,-2.44,-0.391
31.07.2022 23:00:00,1010,1.16,-2.46,-0.565
31.07.2022 23:15:00,1010,1.17,-2.48,-0.554
31.07.2022 23:30:00,1010,1.16,-2.46,-0.791
31.07.2022 23:45:00,1010,1.15,-2.48,-0.362
01.08.2022 00:00:00,1010,1.18,-2.45,-0.0593
01.08.2022 00:15:00,1010,1.19,-2.44,-0.243
01.08.2022 00:30:00,1011,1.20,-2.43,-0.231
01.08.2022 00:45:00,1011,1.18,-2.40,-0.221
01.08.2022 01:00:00,1011,1.17,-2.43,-0.295
01.08.2022 01:15:00,1011,1.20,-2.45,-0.353
01.08.2022 01:30:00,1011,1.15,-2.47,-0.355
01.08.2022 01:45:00,1011,1.16,-2.49,-0.429
01.08.2022 02:00:00,1011,1.16,-2.50,-0.338
01.08.2022 02:15:00,1011,1.15,-2.49,-0.253
01.08.2022 02:30:00,1011,1.13,-2.52,-0.364
01.08.2022 02:45:00,1011,1.12,-2.58,-0.199
01.08.2022 03:00:00,1011,1.11,-2.64,-0.288
01.08.2022 03:15:00,1011,1.11,-2.64,0.00340
01.08.2022 03:30:00,1012,1.15,-2.65,-0.220
01.08.2022 03:45:00,1012,1.08,-2.68,-0.597
01.08.2022 04:00:00,1012,1.07,-2.75,-0.678
01.08.2022 04:15:00,1012,1.03,-2.76,-0.661
01.08.2022 04:30:00,1012,1.07,-2.75,-0.502
01.08.2022 04:45:00,1012,1.04,-2.76,-0.632
01.08.2022 05:00:00,1012,1.04,-2.81,-0.457
01.08.2022 05:15:00,1012,1.28,-2.80,-0.440
01.08.2022 05:30:00,1013,2.33,-2.54,0.422
01.08.2022 05:45:00,1013,5.33,-1.85,3.65
01.08.2022 06:00:00,1013,18.1,3.89,15.3
01.08.2022 06:15:00,1013,46.0,17.3,41.7
01.08.2022 06:30:00,1013,54.3,19.4,53.2
01.08.2022 06:45:00,1013,83.1,32.8,82.0
01.08.2022 07:00:00,1013,119,51.9,115
01.08.2022 07:15:00,1013,153,80.0,145
01.08.2022 07:30:00,1013,161,93.0,155
01.08.2022 07:45:00,1013,239,166,218
01.08.2022 08:00:00,1014,261,175,239
01.08.2022 08:15:00,1014,232,93.6,216
01.08.2022 08:30:00,1014,205,75.6,195
01.08.2022 08:45:00,1014,246,94.8,232
01.08.2022 09:00:00,1014,269,109,254
01.08.2022 09:15:00,1014,298,124,280
01.08.2022 09:30:00,1014,343,205,311
01.08.2022 09:45:00,1014,581,433,518
01.08.2022 10:00:00,1014,569,401,516
01.08.2022 10:15:00,1015,636,493,569
01.08.2022 10:30:00,1015,751,595,673
01.08.2022 10:45:00,1015,788,649,708
01.08.2022 11:00:00,1015,758,606,680
01.08.2022 11:15:00,1015,842,655,772
01.08.2022 11:30:00,1015,761,583,698
01.08.2022 11:45:00,1015,884,698,819
01.08.2022 12:00:00,1015,715,491,662
01.08.2022 12:15:00,1015,816,601,747
01.08.2022 12:30:00,1016,787,571,724
01.08.2022 12:45:00,1016,961,708,903
01.08.2022 13:00:00,1016,772,537,713
01.08.2022 13:15:00,1016,841,621,786
01.08.2022 13:30:00,1016,728,496,684
01.08.2022 13:45:00,1016,916,677,872
01.08.2022 14:00:00,1016,778,557,734
01.08.2022 14:15:00,1016,889,661,843
01.08.2022 14:30:00,1016,876,663,821
01.08.2022 14:45:00,1016,884,687,829
01.08.2022 15:00:00,1016,700,490,655
01.08.2022 15:15:00,1016,678,469,621
01.08.2022 15:30:00,1016,667,481,615
01.08.2022 15:45:00,1016,730,547,662
01.08.2022 16:00:00,1016,809,637,736
01.08.2022 16:15:00,1016,795,630,724
01.08.2022 16:30:00,1016,779,648,722
01.08.2022 16:45:00,1016,715,583,657
01.08.2022 17:00:00,1016,704,606,653
01.08.2022 17:15:00,1016,657,573,607
01.08.2022 17:30:00,1016,610,530,565
01.08.2022 17:45:00,1016,561,500,519
01.08.2022 18:00:00,1016,513,466,475
01.08.2022 18:15:00,1016,466,422,434
01.08.2022 18:30:00,1016,417,372,391
01.08.2022 18:45:00,1016,368,319,347
01.08.2022 19:00:00,1016,317,266,301
01.08.2022 19:15:00,1016,258,206,248
01.08.2022 19:30:00,1016,222,166,217
01.08.2022 19:45:00,1016,177,117,177
01.08.2022 20:00:00,1016,131,72.8,134
01.08.2022 20:15:00,1016,94.9,46.6,98.0
01.08.2022 20:30:00,1016,67.5,38.7,62.1
01.08.2022 20:45:00,1016,36.4,23.4,24.9
01.08.2022 21:00:00,1016,21.5,12.8,10.3
01.08.2022 21:15:00,1016,4.82,-1.81,-0.644
01.08.2022 21:30:00,1016,2.03,-2.90,-4.12
01.08.2022 21:45:00,1016,1.13,-3.29,-4.80
01.08.2022 22:00:00,1016,0.856,-3.38,-5.52
01.08.2022 22:15:00,1016,0.793,-3.44,-5.57
01.08.2022 22:30:00,1016,0.787,-3.55,-5.46
01.08.2022 22:45:00,1016,0.751,-3.58,-5.24
01.08.2022 23:00:00,1016,0.714,-3.64,-4.85
01.08.2022 23:15:00,1016,0.710,-3.69,-4.83
01.08.2022 23:30:00,1016,0.683,-3.74,-4.45
01.08.2022 23:45:00,1016,0.689,-3.71,-4.75
02.08.2022 00:00:00,1016,0.683,-3.75,-4.69
02.08.2022 00:15:00,1016,0.678,-3.80,-4.82
02.08.2022 00:30:00,1016,0.652,-3.83,-4.07
02.08.2022 00:45:00,1016,0.665,-3.79,-4.25
02.08.2022 01:00:00,1016,0.674,-3.76,-4.99
02.08.2022 01:15:00,1016,0.672,-3.78,-4.70
02.08.2022 01:30:00,1016,0.645,-3.78,-4.01
02.08.2022 01:45:00,1016,0.677,-3.75,-4.26
02.08.2022 02:00:00,1016,0.694,-3.72,-3.76
02.08.2022 02:15:00,1016,0.715,-3.73,-3.66
02.08.2022 02:30:00,1016,0.699,-3.72,-3.86
02.08.2022 02:45:00,1016,0.687,-3.70,-3.94
02.08.2022 03:00:00,1016,0.680,-3.70,-4.22
02.08.2022 03:15:00,1016,0.685,-3.69,-4.36
02.08.2022 03:30:00,1016,0.700,-3.72,-4.52
02.08.2022 03:45:00,1016,0.714,-3.72,-4.40
02.08.2022 04:00:00,1015,0.692,-3.70,-4.51
02.08.2022 04:15:00,1015,0.697,-3.66,-4.38
02.08.2022 04:30:00,1015,0.723,-3.71,-4.24
02.08.2022 04:45:00,1015,0.730,-3.69,-4.03
02.08.2022 05:00:00,1015,0.720,-3.68,-4.18
02.08.2022 05:15:00,1015,0.971,-3.65,-4.08
02.08.2022 05:30:00,1015,1.75,-3.42,-2.63
02.08.2022 05:45:00,1015,5.12,-2.28,1.79
02.08.2022 06:00:00,1014,21.7,8.57,14.4
02.08.2022 06:15:00,1014,43.7,23.4,32.5
02.08.2022 06:30:00,1014,49.8,18.5,49.2
02.08.2022 06:45:00,1014,79.2,33.7,79.9
02.08.2022 07:00:00,1014,117,59.6,114
02.08.2022 07:15:00,1014,102,58.2,100
02.08.2022 07:30:00,1014,209,141,192
02.08.2022 07:45:00,1014,255,186,230
02.08.2022 08:00:00,1014,305,237,273
02.08.2022 08:15:00,1014,330,259,295
02.08.2022 08:30:00,1014,417,325,372
02.08.2022 08:45:00,1014,427,327,380
02.08.2022 09:00:00,1014,455,356,405
02.08.2022 09:15:00,1014,510,411,456
02.08.2022 09:30:00,1014,549,445,491
02.08.2022 09:45:00,1014,606,480,545
02.08.2022 10:00:00,1014,566,434,504
02.08.2022 10:15:00,1014,659,527,587
02.08.2022 10:30:00,1013,714,576,643
02.08.2022 10:45:00,1013,705,538,640
02.08.2022 11:00:00,1013,646,457,584
02.08.2022 11:15:00,1013,623,423,564
02.08.2022 11:30:00,1013,692,506,628
02.08.2022 11:45:00,1013,675,453,622
02.08.2022 12:00:00,1013,449,279,401
02.08.2022 12:15:00,1013,825,649,741
02.08.2022 12:30:00,1013,753,580,679
02.08.2022 12:45:00,1012,894,727,812
02.08.2022 13:00:00,1012,811,548,763
02.08.2022 13:15:00,1012,771,447,735
02.08.2022 13:30:00,1012,654,328,631
02.08.2022 13:45:00,1012,679,377,644
02.08.2022 14:00:00,1012,689,400,659
02.08.2022 14:15:00,1012,587,277,565
02.08.2022 14:30:00,1012,492,193,470
02.08.2022 14:45:00,1012,445,167,425
02.08.2022 15:00:00,1012,395,142,376
02.08.2022 15:15:00,1012,249,84.0,234
02.08.2022 15:30:00,1012,243,82.4,231
02.08.2022 15:45:00,1012,308,109,292
02.08.2022 16:00:00,1012,287,106,271
02.08.2022 16:15:00,1012,220,74.7,213
02.08.2022 16:30:00,1012,132,43.2,131
02.08.2022 16:45:00,1011,172,56.0,166
02.08.2022 17:00:00,1011,217,72.1,206
02.08.2022 17:15:00,1011,263,87.3,252
02.08.2022 17:30:00,1011,259,88.9,252
02.08.2022 17:45:00,1011,245,82.7,243
02.08.2022 18:00:00,1011,242,101,247
02.08.2022 18:15:00,1011,245,146,248
02.08.2022 18:30:00,1011,225,161,229
02.08.2022 18:45:00,1011,139,79.7,152
02.08.2022 19:00:00,1011,246,158,247
02.08.2022 19:15:00,1011,107,44.5,113
02.08.2022 19:30:00,1011,80.4,28.5,88.2
02.08.2022 19:45:00,1011,61.5,28.4,70.6
02.08.2022 20:00:00,1011,22.4,6.46,28.2
02.08.2022 20:15:00,1011,42.8,16.8,45.9
02.08.2022 20:30:00,1011,60.0,22.1,58.3
02.08.2022 20:45:00,1011,28.0,8.94,27.2
02.08.2022 21:00:00,1011,11.3,2.55,8.60
02.08.2022 21:15:00,1011,5.02,0.0675,1.50
02.08.2022 21:30:00,1011,2.74,-0.802,-1.45
02.08.2022 21:45:00,1011,1.98,-1.06,-2.18
02.08.2022 22:00:00,1011,1.73,-1.16,-3.26
02.08.2022 22:15:00,1011,1.68,-1.21,-3.85
02.08.2022 22:30:00,1011,1.65,-1.30,-4.01
02.08.2022 22:45:00,1011,1.60,-1.38,-4.09
02.08.2022 23:00:00,1011,1.58,-1.49,-3.80
02.08.2022 23:15:00,1011,1.56,-1.51,-3.59
02.08.2022 23:30:00,1011,1.55,-1.49,-3.53
02.08.2022 23:45:00,1011,1.53,-1.57,-4.13
03.08.2022 00:00:00,1011,1.50,-1.64,-3.96
03.08.2022 00:15:00,1011,1.49,-1.71,-3.93
03.08.2022 00:30:00,1011,1.45,-1.74,-3.49
03.08.2022 00:45:00,1011,1.43,-1.72,-3.56
03.08.2022 01:00:00,1011,1.45,-1.74,-3.81
03.08.2022 01:15:00,1011,1.44,-1.77,-3.73
03.08.2022 01:30:00,1011,1.43,-1.82,-3.72
03.08.2022 01:45:00,1011,1.41,-1.85,-3.80
03.08.2022 02:00:00,1011,1.42,-1.87,-3.66
03.08.2022 02:15:00,1011,1.40,-1.93,-3.82
03.08.2022 02:30:00,1011,1.38,-2.00,-3.99
03.08.2022 02:45:00,1011,1.33,-2.06,-3.73
03.08.2022 03:00:00,1011,1.32,-2.13,-3.45
03.08.2022 03:15:00,1011,1.30,-2.13,-3.31
03.08.2022 03:30:00,1011,1.31,-2.14,-3.46
03.08.2022 03:45:00,1011,1.29,-2.12,-3.28
03.08.2022 04:00:00,1010,1.31,-2.13,-3.37
03.08.2022 04:15:00,1010,1.29,-2.11,-3.41
03.08.2022 04:30:00,1010,1.30,-2.07,-3.23
03.08.2022 04:45:00,1010,1.34,-2.11,-3.47
03.08.2022 05:00:00,1010,1.32,-2.15,-3.47
03.08.2022 05:15:00,1010,1.55,-2.15,-2.83
03.08.2022 05:30:00,1010,2.53,-1.89,-1.55
03.08.2022 05:45:00,1010,5.32,-1.00,1.96
03.08.2022 06:00:00,1010,14.9,6.15,9.29
03.08.2022 06:15:00,1010,39.8,26.0,27.4
03.08.2022 06:30:00,1010,54.4,28.7,51.0
03.08.2022 06:45:00,1010,77.9,36.8,79.1
03.08.2022 07:00:00,1010,121,63.6,117
03.08.2022 07:15:00,1010,156,98.8,146
03.08.2022 07:30:00,1010,194,134,180
03.08.2022 07:45:00,1010,241,180,220
03.08.2022 08:00:00,1010,271,214,245
03.08.2022 08:15:00,1010,325,266,292
03.08.2022 08:30:00,1010,372,308,320
03.08.2022 08:45:00,1011,423,352,380
03.08.2022 09:00:00,1011,477,403,431
03.08.2022 09:15:00,1011,514,443,467
03.08.2022 09:30:00,1011,561,487,509
03.08.2022 09:45:00,1011,600,515,544
03.08.2022 10:00:00,1011,631,531,570
03.08.2022 10:15:00,1011,675,577,610
03.08.2022 10:30:00,1011,721,632,651
03.08.2022 10:45:00,1011,752,661,681
03.08.2022 11:00:00,1011,695,580,627
03.08.2022 11:15:00,1011,633,501,569
03.08.2022 11:30:00,1011,609,483,547
03.08.2022 11:45:00,1011,806,690,733
03.08.2022 12:00:00,1011,605,492,551
03.08.2022 12:15:00,1011,809,611,742
03.08.2022 12:30:00,1011,547,340,504
03.08.2022 12:45:00,1011,636,413,586
03.08.2022 13:00:00,1011,513,271,485
03.08.2022 13:15:00,1011,696,455,637
03.08.2022 13:30:00,1011,854,657,782
03.08.2022 13:45:00,1011,819,662,740
03.08.2022 14:00:00,1011,884,784,792
03.08.2022 14:15:00,1011,879,777,786
03.08.2022 14:30:00,1011,876,766,782
03.08.2022 14:45:00,1011,856,764,772
03.08.2022 15:00:00,1011,837,727,764
03.08.2022 15:15:00,1011,749,602,691
03.08.2022 15:30:00,1011,725,564,669
03.08.2022 15:45:00,1011,707,558,655
03.08.2022 16:00:00,1011,612,456,571
03.08.2022 16:15:00,1011,621,436,586
03.08.2022 16:30:00,1011,587,415,550
03.08.2022 16:45:00,1011,495,361,465
03.08.2022 17:00:00,1011,582,435,556
03.08.2022 17:15:00,1010,423,311,401
03.08.2022 17:30:00,1011,480,360,453
03.08.2022 17:45:00,1011,525,435,500
03.08.2022 18:00:00,1011,395,336,377
03.08.2022 18:15:00,1011,414,359,399
03.08.2022 18:30:00,1011,374,314,349
03.08.2022 18:45:00,1011,344,276,327
03.08.2022 19:00:00,1011,283,221,279
03.08.2022 19:15:00,1011,239,180,240
03.08.2022 19:30:00,1011,194,136,199
03.08.2022 19:45:00,1011,153,94.8,161
03.08.2022 20:00:00,1011,107,55.2,115
03.08.2022 20:15:00,1011,61.5,27.6,67.4
03.08.2022 20:30:00,1011,37.4,18.4,37.4
03.08.2022 20:45:00,1011,23.5,11.3,20.1
03.08.2022 21:00:00,1011,10.8,2.85,6.54
03.08.2022 21:15:00,1011,4.90,-0.814,0.620
03.08.2022 21:30:00,1011,2.58,-1.54,-2.49
03.08.2022 21:45:00,1011,1.58,-1.86,-3.66
03.08.2022 22:00:00,1011,1.41,-1.94,-3.90
03.08.2022 22:15:00,1011,1.39,-1.94,-3.96
03.08.2022 22:30:00,1011,1.41,-1.90,-3.91
03.08.2022 22:45:00,1011,1.40,-1.91,-4.11
03.08.2022 23:00:00,1011,1.39,-1.89,-3.64
03.08.2022 23:15:00,1011,1.41,-1.88,-3.53
03.08.2022 23:30:00,1011,1.40,-1.91,-3.53
03.08.2022 23:45:00,1011,1.41,-1.92,-3.48
04.08.2022 00:00:00,1011,1.40,-1.91,-3.46
04.08.2022 00:15:00,1010,1.42,-1.89,-3.54
04.08.2022 00:30:00,1010,1.40,-1.92,-3.68
04.08.2022 00:45:00,1010,1.40,-1.97,-3.65
04.08.2022 01:00:00,1010,1.37,-1.97,-3.64
04.08.2022 01:15:00,1010,1.38,-1.98,-3.51
04.08.2022 01:30:00,1010,1.36,-2.01,-3.70
04.08.2022 01:45:00,1010,1.35,-2.00,-3.40
04.08.2022 02:00:00,1010,1.34,-2.04,-3.47
04.08.2022 02:15:00,1010,1.33,-2.06,-3.33
04.08.2022 02:30:00,1010,1.33,-2.07,-3.32
04.08.2022 02:45:00,1010,1.31,-2.10,-3.30
04.08.2022 03:00:00,1010,1.32,-2.11,-3.26
04.08.2022 03:15:00,1010,1.32,-2.13,-3.29
04.08.2022 03:30:00,1010,1.31,-2.14,-3.09
04.08.2022 03:45:00,1010,1.33,-2.09,-2.94
04.08.2022 04:00:00,1009,1.32,-2.08,-3.06
04.08.2022 04:15:00,1009,1.34,-2.07,-3.18
04.08.2022 04:30:00,1009,1.30,-2.09,-3.09
04.08.2022 04:45:00,1009,1.30,-2.11,-3.21
04.08.2022 05:00:00,1009,1.31,-2.14,-3.36
04.08.2022 05:15:00,1009,1.47,-2.14,-3.07
04.08.2022 05:30:00,1009,3.47,-1.57,-0.523
04.08.2022 05:45:00,1009,6.41,-0.549,3.35
04.08.2022 06:00:00,1009,17.2,4.11,13.7
04.08.2022 06:15:00,1009,29.4,9.27,26.4
04.08.2022 06:30:00,1009,56.1,21.1,53.9
04.08.2022 06:45:00,1009,78.9,30.2,79.3
04.08.2022 07:00:00,1009,111,46.2,113
04.08.2022 07:15:00,1009,142,68.1,145
04.08.2022 07:30:00,1009,189,107,188
04.08.2022 07:45:00,1009,238,142,235
04.08.2022 08:00:00,1009,276,188,270
04.08.2022 08:15:00,1009,308,223,299
04.08.2022 08:30:00,1009,363,268,351
04.08.2022 08:45:00,1009,437,305,429
04.08.2022 09:00:00,1009,443,279,444
04.08.2022 09:15:00,1009,430,250,432
04.08.2022 09:30:00,1009,474,319,482
04.08.2022 09:45:00,1009,522,341,526
04.08.2022 10:00:00,1009,463,302,464
04.08.2022 10:15:00,1009,539,378,534
04.08.2022 10:30:00,1009,498,350,490
04.08.2022 10:45:00,1008,435,264,427
04.08.2022 11:00:00,1008,454,283,444
