"Time","Gesamtverbrauch der Hochschule in kW","Netzbezug der Hochschule in kW"
1622513700000,158.3587954666667,56.113684866666674
1622514600000,169.12711299999998,66.72022153333333
1622515500000,159.3176698,57.59792453333332
1622516400000,183.44756293333336,81.42337726666665
1622517300000,174.6490440666667,72.17608786666666
1622518200000,175.81544960000002,73.15313146666668
1622519100000,170.4290933333333,67.61428726666666
1622520000000,180.15638619999996,77.33479513333333
1622520900000,179.64905620000002,76.3175766
1622521800000,181.40249860000003,78.16529100000001
1622522700000,182.8281019333334,78.30311379999998
1622523600000,193.59737153333336,88.06829393333332
1622524500000,186.86367206666665,80.03702200000001
1622525400000,200.07033846666664,91.31527946666667
1622526300000,207.14806240000001,96.43352646666666
1622527200000,225.4510155333333,112.38893906666665
1622528100000,217.86927873333332,102.54164139999999
1622529000000,221.7707242857143,104.34371821428569
1622529900000,234.95526373333334,115.41474273333331
1622530800000,233.00963366666664,111.62183579999997
1622531700000,236.1666757333333,113.21944246666668
1622532600000,236.06278060000002,111.6130894
1622533500000,236.60244106666661,110.78759153333333
1622534400000,251.75470506666667,124.72954606666666
1622535300000,275.4423992666667,147.30813579999997
1622536200000,274.49958946666663,145.7108936
1622537100000,270.1066505333334,140.4866942666667
1622538000000,264.11173740000004,133.3741566
1622538900000,263.3603187333334,131.76548706666665
1622539800000,270.50452900000005,138.33895900000002
1622540700000,259.54195139999996,128.89459053333331
1622541600000,261.9081928666667,160.02197346666668
1622542500000,261.1068861333333,160.07485106666667
1622543400000,258.12404926666665,156.15967573333333
1622544300000,251.5603026,148.98894653333338
1622545200000,251.3321652666667,147.37930913333332
1622546100000,257.2112208666667,151.62053633333335
1622547000000,250.57988866666668,147.93187120000002
1622547900000,256.5430712666667,135.53626633333334
1622548800000,251.8450804,118.69616746666667
1622549700000,249.22847893333332,120.36564259999999
1622550600000,241.6531472,110.54971626666666
1622551500000,238.96314793333335,104.25125113333334
1622552400000,238.15134666666665,104.60332806666665
1622553300000,234.59410593333334,98.68503586666667
1622554200000,229.60819421428576,97.41751378571429
1622555100000,213.39584173333333,80.34509286666668
1622556000000,206.49789806666666,75.28208353333335
1622556900000,203.84940893333334,73.84747306666667
1622557800000,205.15767520000003,77.72763460000002
1622558700000,202.5424041333333,67.48929746666666
1622559600000,197.1062302666667,49.31646413333333
1622560500000,191.7154026,43.58645239999999
1622561400000,192.43047746666664,31.174887
1622562300000,190.6905418,43.001082733333334
1622563200000,179.3534662666667,39.068826933333334
1622564100000,180.15280566666667,35.03624153333333
1622565000000,171.2543358,29.628725266666667
1622565900000,180.32397553333334,37.90634486666667
1622566800000,178.11321766666663,47.760328066666666
1622567700000,179.23111626666662,54.706015733333324
1622568600000,165.3414498,46.4476338
1622569500000,160.61799993333335,38.790542800000004
1622570400000,150.56956820000002,32.63010233333333
1622571300000,152.20179613333332,41.18974466666666
1622572200000,148.8303038,42.08340633333333
1622573100000,147.78500406666666,40.01277093333333
1622574000000,145.12797306666667,36.8560698
1622574900000,152.60542339999998,45.50149126666667
1622575800000,149.46637819999998,40.987027399999995
1622576700000,155.0257822666667,47.3762802
1622577600000,151.50087326666664,45.9793514
1622578500000,155.38135366666668,50.08565046666666
1622579400000,148.92700573333335,42.87191706666667
1622580300000,157.06143493333332,51.304903599999996
1622581200000,151.11996453333333,44.4861482
1622582100000,154.0095783333333,48.17617179999999
1622583000000,152.49047885714285,48.210556357142856
1622583900000,157.3009382666667,53.6633146
1622584800000,154.17101473333335,50.45521106666667
1622585700000,159.53887579999997,57.67837840000001
